LHS,10,P1,2,5,7,2,4,6,1,2
LHS,10,P1,3,7,6,2,4,5,1,3
LHS,10,P1,4,5,6,1,4,6,1,3
LHS,10,P1,5,7,4,1,2,6,3,4
LHS,10,P1,6,7,4,1,2,6,2,4
LHS,10,P1,8,7,5,1,3,5,2,4
LHS,10,P1,10,7,5,1,3,5,2,4
LHS,10,P2,2,7,5,2,4,5,1,2
LHS,10,P2,3,3,6,2,5,6,1,3
LHS,10,P2,4,1,6,5,3,7,1,3
LHS,10,P2,5,7,5,1,4,5,1,3
LHS,10,P2,6,4,5,2,5,5,1,3
LHS,10,P2,8,7,5,1,3,6,1,3
LHS,10,P2,10,7,5,1,3,5,1,3
MVNORM,10,P1,2,7,5,2,4,5,1,2
MVNORM,10,P1,3,7,6,2,4,4,1,3
MVNORM,10,P1,4,7,6,1,3,5,2,3
MVNORM,10,P1,5,7,4,1,2,6,3,4
MVNORM,10,P1,6,7,4,1,2,6,2,4
MVNORM,10,P1,8,7,5,1,3,6,2,4
MVNORM,10,P1,10,7,4,1,3,6,2,4
MVNORM,10,P2,2,7,6,2,4,5,1,2
MVNORM,10,P2,3,7,5,1,4,5,2,3
MVNORM,10,P2,4,7,6,2,2,5,1,4
MVNORM,10,P2,5,7,5,1,4,6,1,3
MVNORM,10,P2,6,7,6,2,4,5,1,3
MVNORM,10,P2,8,7,5,2,4,5,1,2
MVNORM,10,P2,10,7,5,1,4,6,1,3
